"s.no","helpfulVoteCount","rating","reviewPosition","verifiedPurchase","sentiment_score","Membership_Years_x","Availability_Code","Age","Membership_Years_y","Login_Frequency","Session_Duration_Avg","Pages_Per_Session","Cart_Abandonment_Rate","Wishlist_Items","Total_Purchases","Average_Order_Value","Days_Since_Last_Purchase","Discount_Usage_Rate","Returns_Rate","Email_Open_Rate","Customer_Service_Calls","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Payment_Method_Diversity","Lifetime_Value","Credit_Balance","Churned","Gender","Sentiment_Label"
"6288","2","5.0","8","True","0.325757576","1.5","0","33","1.5","8.0","33.2","14.6","49.8","9","15.0","103.99","3","84.9","3.7","39.7","3","3","45.6","31.9","3","1760.06","505","0","Other","Positive"
"6289","0","5.0","9","True","0.766666667","0.1","0","37","0.1","9.0","18.2","6.4","65.0","0","16.0","171.91","6","79.2","8.1","17.2","8","2","41.5","8.3","5","2509.13","0","1","Female","Positive"
"6293","0","4.0","4","True","0.625","0.5","0","45","0.5","12.0","17.3","7.5","58.6","3","9.0","77.43","14","8.7","7.8","1.5","7","3","50.9","18.2","2","718.35","2068","0","Male","Positive"
"6300","9","5.0","1","True","0.516666667","2.3","1","44","2.3","6.0","23.9","6.5","51.2","3","7.0","188.0","81","16.1","13.8","16.1","6","1","9.2","3.9","2","1182.47","2033","1","Female","Positive"
"6301","0","5.0","2","True","0.6","0.5","0","61","0.5","18.0","29.6","10.2","59.1","1","8.0","197.62","37","23.6","2.0","19.2","4","1","21.3","20.1","2","1893.01","2553","0","Male","Positive"
"6302","0","5.0","3","True","0.375","2.4","1","47","2.4","4.0","13.6","6.4","57.3","0","6.0","81.52","8","8.9","8.6","0.0","5","5","7.5","15.3","3","567.2","475","0","Male","Positive"
"6303","2","4.0","4","True","0.35625","0.1","0","37","0.1","9.0","31.1","4.4","83.4","2","7.8","224.52","22","98.16","0.8","24.7","7","2","19.7","3.7","5","1315.33","1308","0","Female","Positive"
"6304","0","5.0","5","True","0.166666667","4.6","2","35","4.6","20.0","38.4","12.4","42.8","4","17.0","165.58","66","39.3","4.1","23.0","4","2","21.8","23.1","1","2663.7","1242","0","Female","Positive"
"6305","0","5.0","6","True","0.55","1.7","1","33","1.7","22.0","54.0","10.7","38.1","12","31.2","182.35","5","70.08","8.2","65.1","6","5","73.0","39.4","3","4181.15","3685","1","Female","Positive"
"6306","0","5.0","7","True","0.55","4.1","2","52","4.1","17.0","44.6","11.3","44.8","7","23.0","122.11","8","29.5","16.2","29.0","6","3","55.9","30.1","1","2479.7","1551","1","Male","Positive"
"6308","0","4.0","9","True","0.31875","5.9","2","38","5.9","3.0","21.0","1.8","77.3","1","6.0","121.66","51","22.6","4.4","9.1","8","2","9.5","1.5","4","831.23","1398","1","Female","Positive"
"6309","0","4.0","10","True","-0.170758929","2.9","2","38","2.9","14.0","23.5","7.2","59.7","10","14.0","224.13","101","31.9","3.0","8.6","6","4","51.8","25.2","1","3337.74","569","1","Male","Negative"
"6314","7","5.0","2","True","0.339962121","2.6","2","44","2.6","13.0","26.7","9.1","59.8","5","10.0","143.08","55","23.8","10.7","22.2","10","4","15.6","18.8","4","1175.49","1640","0","Male","Positive"
"6315","0","5.0","3","True","0.144444444","2.9","2","31","2.9","12.0","21.4","9.4","88.6","3","5.0","135.22","34","68.9","5.8","12.9","5","1","6.8","12.6","3","642.87","4040","1","Male","Positive"
"6318","0","5.0","6","True","0.28015873","4.5","2","58","4.5","30.0","42.5","10.3","26.3","9","19.0","152.31","99","25.1","2.5","33.0","3","8","63.3","34.7","3","2346.71","1689","0","Male","Positive"
"6320","0","5.0","8","True","0.282407407","4.4","2","43","4.4","18.0","43.4","14.9","30.7","9","18.0","172.75","14","44.3","2.3","34.5","4","4","37.5","18.2","3","3332.55","1725","0","Female","Positive"
"6323","3","5.0","1","True","0.233333333","6.1","2","43","6.1","6.0","17.1","8.4","40.4","1","6.0","130.06","36","64.9","21.7","0.4","5","2","4.0","15.0","2","854.7","0","0","Female","Positive"
"6324","0","5.0","2","True","0.68","2.3","1","53","2.3","12.0","28.7","10.5","51.7","7","16.9","79.46","50","61.92","9.1","27.2","5","1","40.8","24.4","3","856.5","2757","0","Female","Positive"
"6326","9","5.0","4","True","0.26","7.7","2","44","7.7","1.0","21.5","4.9","94.5","0","3.0","72.07","61","65.4","22.5","12.6","6","1","0.0","15.1","3","254.51","1317","1","Female","Positive"
"6327","0","5.0","5","True","0.411111111","5.1","2","18","5.1","11.0","29.0","11.8","57.1","5","11.0","207.85","17","82.2","3.1","17.5","4","2","27.9","20.3","3","1949.47","1076","0","Male","Positive"
"6337","3","4.0","5","True","0.425","7.6","2","60","7.6","15.0","24.1","5.6","45.5","1","8.0","61.9","29","57.6","3.7","36.5","6","1","40.7","13.6","1","497.63","616","0","Male","Positive"
"6340","0","5.0","8","True","0.393333333","1.8","1","63","1.8","20.0","46.4","14.9","51.0","12","18.0","58.59","48","57.9","3.3","48.1","2","5","44.5","39.9","1","1145.16","1875","0","Female","Positive"
"6343","2","5.0","1","True","0.285185185","2.4","1","28","2.4","23.0","33.6","14.0","39.0","9","19.0","67.92","35","5.0","5.3","37.9","3","5","28.0","23.5","2","1081.48","2448","0","Female","Positive"
"6345","2","5.0","2","True","0.153703704","9.9","2","36","9.9","13.0","10.4","2.2","70.4","1","4.0","183.79","55","14.9","7.8","4.5","11","1","22.0","11.9","3","602.99","0","0","Female","Positive"
"6348","2","5.0","5","True","0.051735537","0.1","0","48","0.1","9.0","14.5","6.0","79.6","3","7.8","138.78","30","19.44","3.7","10.0","11","1","21.4","19.6","2","836.19","1566","0","Female","Neutral"
"6349","0","5.0","6","True","0.327339327","3.3","2","25","3.3","16.0","26.5","5.8","64.7","4","10.0","67.99","8","68.8","1.5","40.9","7","1","23.1","11.2","3","650.9","1658","0","Female","Positive"
"6350","0","5.0","7","True","0.308333333","1.3","0","54","1.3","16.0","29.2","12.2","43.2","4","18.0","71.18","21","23.2","1.3","0.0","7","5","21.7","27.3","5","1508.41","974","0","Female","Positive"
"6351","0","5.0","8","True","0.45","3.0","2","41","3.0","29.0","41.8","11.1","40.8","9","26.0","67.07","28","62.16","0.6","47.4","2","3","33.7","25.8","3","1437.34","3055","0","Male","Positive"
"6356","0","5.0","3","True","0.496875","1.4","0","31","1.4","23.0","41.6","15.9","30.4","5","26.0","182.68","13","18.48","1.3","39.4","2","4","65.3","38.8","5","3541.9","4196","0","Female","Positive"
"6358","0","5.0","5","True","0.666666667","4.1","2","42","4.1","13.0","26.9","7.3","59.5","4","11.0","67.32","12","41.1","5.8","29.5","4","4","12.4","7.6","2","693.14","914","0","Female","Positive"
"6360","0","5.0","7","True","-0.116666667","2.6","2","18","2.6","25.0","50.7","14.9","28.0","3","22.0","113.86","6","90.4","2.2","43.6","3","13","71.1","36.3","2","2851.2","3366","0","Female","Negative"
"6361","0","4.0","8","True","0.25297619","4.4","2","37","4.4","27.0","42.5","12.9","45.9","9","19.0","137.34","10","57.8","2.7","35.5","4","3","39.7","33.3","4","2145.36","2031","0","Female","Positive"
"6362","0","5.0","9","True","0.347916667","0.5","0","45","0.5","4.0","20.9","6.3","48.5","5","12.0","85.84","40","73.6","3.1","24.6","5","4","34.4","28.2","1","1087.46","2334","0","Female","Positive"
"6363","0","4.0","10","True","0.393333333","9.3","2","39","9.3","2.0","35.3","11.0","49.6","4","12.0","213.94","28","46.0","9.3","0.6","10","2","28.2","15.5","2","2542.07","3876","1","Male","Positive"
"6369","0","5.0","6","True","0.408333333","1.7","1","52","1.7","16.0","34.1","11.6","59.6","8","17.0","142.65","26","88.3","3.5","6.3","7","1","59.5","32.5","2","1958.61","2582","1","Male","Positive"
"6370","0","3.0","7","True","-0.095714286","3.9","2","49","3.9","11.0","25.8","8.5","63.0","1","6.5","83.97","7","8.04","0.9","19.4","7","2","0.0","17.3","1","422.68","1054","0","Female","Neutral"
"6373","0","4.0","10","True","0.4","0.2","0","50","0.2","7.0","33.3","11.5","32.9","4","15.0","107.39","10","24.3","10.5","17.6","6","0","53.9","18.1","2","1867.82","1691","0","Male","Positive"
"6374","5","5.0","1","True","0.357142857","4.3","2","40","4.3","22.0","29.8","9.8","26.6","12","15.0","126.88","10","69.3","0.0","9.9","4","1","32.9","22.3","3","1829.28","1339","0","Female","Positive"
"6375","0","5.0","2","True","0.527272727","3.4","2","48","3.4","31.0","60.0","16.6","46.8","11","25.0","100.04","6","58.5","7.5","38.6","2","7","68.4","39.0","1","2341.61","3463","0","Male","Positive"
"6380","0","5.0","7","True","0.6","2.2","1","22","2.2","4.0","15.1","5.0","65.0","2","5.0","82.41","69","58.7","3.7","20.5","11","0","0.0","4.6","1","473.81","3150","1","Male","Positive"
"6384","2","5.0","1","True","0.51","3.9","2","28","3.9","6.0","22.9","8.9","68.1","1","11.7","138.58","59","46.68","10.7","9.3","7","2","47.7","14.2","2","1186.89","337","0","Male","Positive"
"6386","0","5.0","3","True","0.344444444","4.6","2","63","4.6","19.0","40.1","10.5","36.9","7","12.0","118.68","60","43.9","0.6","15.7","5","3","44.3","21.0","2","1375.87","2196","0","Male","Positive"
"6388","0","5.0","5","True","0.35","2.3","1","61","2.3","5.0","9.3","1.4","84.3","1","4.0","217.37","12","60.0","4.1","8.3","9","0","0.0","0.0","2","784.91","924","1","Male","Positive"
"6392","0","5.0","9","True","0.05","1.6","1","29","1.6","15.0","26.6","9.6","40.6","1","10.0","93.85","4","31.1","22.1","0.0","6","6","8.2","27.9","2","1076.97","3182","1","Male","Neutral"
"6397","0","4.0","4","True","0.291666667","10.0","2","45","10.0","12.0","23.0","4.5","63.0","1","10.0","137.96","3","54.7","5.3","8.7","6","0","13.2","5.5","2","1290.6","2051","0","Female","Positive"
"6401","5","3.0","8","True","0.011111111","9.4","2","51","9.4","8.0","37.6","10.5","57.1","5","10.0","142.74","36","58.4","3.7","21.2","3","2","36.5","15.5","4","1576.06","529","0","Female","Neutral"
"6402","0","5.0","9","True","0.223492063","1.9","1","26","1.9","21.0","37.2","13.0","37.2","7","22.1","64.38","12","44.04","0.5","29.6","7","1","36.5","23.7","2","1077.84","0","0","Male","Positive"
"6404","11","5.0","1","True","0.049847375","3.1","2","42","3.1","13.0","15.0","8.4","66.9","3","5.0","114.12","39","63.9","7.1","9.1","8","3","26.1","10.1","2","608.24","2645","0","Female","Neutral"
"6405","7","5.0","2","True","0.214285714","0.7","0","35","0.7","24.0","20.6","3.5","71.5","2","11.0","119.1","47","25.5","1.9","5.5","9","3","0.3","11.9","2","1402.99","1401","0","Male","Positive"
"6406","2","4.0","3","True","0.194642857","3.0","2","28","3.0","15.0","23.4","8.5","54.8","6","13.0","80.54","62","34.4","4.2","14.3","10","3","28.3","16.7","3","925.72","1614","0","Female","Positive"
"6413","0","4.0","10","True","0.4125","2.3","1","50","2.3","22.0","36.2","13.2","52.2","6","24.7","157.52","24","92.16","5.1","59.1","3","1","49.0","35.5","3","3045.57","4664","0","Male","Positive"
"6414","0","5.0","1","True","0.337272727","0.4","0","21","0.4","22.0","39.5","16.5","40.6","13","23.0","55.02","6","27.8","5.7","25.1","5","8","58.4","31.6","3","1102.53","2005","1","Female","Positive"
"6418","0","5.0","5","True","0.3390625","3.4","2","35","3.4","15.0","36.5","10.6","46.2","8","19.5","74.57","35","34.56","14.4","20.1","1","3","18.7","20.5","2","924.91","3668","0","Male","Positive"
"6424","0","5.0","1","True","0.34","3.3","2","52","3.3","11.0","26.9","9.1","52.7","6","11.0","81.19","9","92.1","9.3","29.3","15","5","38.5","22.8","4","1002.5","260","0","Female","Positive"
"6426","0","4.0","3","True","0.222222222","9.4","2","21","9.4","18.0","27.4","5.3","55.6","8","13.0","62.01","36","50.5","9.2","4.3","7","4","1.8","26.5","3","965.27","2360","0","Male","Positive"
"6427","2","5.0","4","True","0.20787037","2.3","1","42","2.3","9.0","30.9","12.9","62.6","3","20.0","68.85","28","44.8","6.7","11.3","6","3","34.3","11.6","2","1405.05","1899","1","Female","Positive"
"6429","0","3.0","6","True","0.038888889","4.1","2","38","4.1","24.0","37.4","8.5","60.9","8","15.0","182.53","28","67.2","4.7","27.3","2","3","59.9","25.0","1","2327.6","1191","0","Female","Neutral"
"6431","0","4.0","8","True","0.55","8.2","2","26","8.2","29.0","49.2","15.1","27.9","6","20.0","104.51","2","59.7","26.0","43.5","2","6","74.1","38.3","2","1970.14","3968","0","Male","Positive"
"6432","0","5.0","9","True","0.0","2.1","1","27","2.1","0.0","13.2","4.0","59.5","2","5.2","68.91","4","67.56","4.1","10.5","6","2","0.0","5.2","3","232.85","1465","0","Male","Neutral"
"6435","5","5.0","2","True","0.447916667","0.1","0","30","0.1","14.0","23.1","12.8","54.1","6","14.0","78.69","17","34.9","9.3","23.2","10","6","53.1","16.2","1","1001.22","2065","0","Female","Positive"
"6436","3","5.0","3","True","0.104166667","2.4","1","45","2.4","11.0","50.7","14.1","34.7","3","20.0","168.64","3","71.2","4.2","45.3","1","8","53.0","28.8","3","4029.45","4409","0","Female","Positive"
"6440","0","5.0","7","True","-0.018333333","4.2","2","43","4.2","19.0","38.2","15.6","38.3","4","24.7","196.59","20","92.16","3.6","44.8","4","6","50.2","27.3","1","3595.72","791","0","Male","Neutral"
"6442","0","4.0","9","True","0.013283208","0.8","0","33","0.8","16.0","39.5","11.5","43.1","3","15.6","120.71","61","36.0","2.9","29.7","3","3","23.0","27.7","2","1221.11","3234","0","Male","Neutral"
"6443","0","4.0","10","True","0.383333333","5.0","2","42","5.0","12.0","23.9","5.7","66.0","3","11.0","173.52","3","71.6","15.7","19.3","9","2","11.2","12.2","1","2082.73","1769","1","Female","Positive"
"6445","0","5.0","2","True","0.113333333","5.6","2","43","5.6","5.0","33.4","7.2","68.6","5","8.0","92.42","20","25.9","5.0","27.3","8","1","32.2","26.0","2","759.44","1722","0","Male","Positive"
"6448","4","5.0","5","True","0.174479167","2.4","1","26","2.4","11.0","28.0","10.7","57.5","5","10.0","117.06","32","61.9","9.5","17.8","8","3","29.4","19.3","3","1264.8","1041","0","Female","Positive"
"6450","0","3.0","7","True","0.433333333","2.2","1","28","2.2","3.0","17.8","1.4","100.0","0","3.0","115.74","29","37.7","11.7","3.7","8","0","0.0","12.1","2","365.91","0","1","Female","Positive"
"6456","0","5.0","3","True","0.212","4.7","2","42","4.7","11.0","26.7","13.3","35.6","5","17.0","58.93","60","70.4","22.2","49.6","3","5","22.9","36.6","1","896.19","2934","0","Female","Positive"
"6457","0","4.0","4","True","0.304306891","1.6","1","44","1.6","19.0","35.8","9.1","45.4","4","16.9","188.26","11","24.24","4.1","18.6","3","3","13.6","27.0","3","2358.14","3300","0","Male","Positive"
"6459","0","5.0","6","True","0.526666667","1.2","0","28","1.2","8.0","22.7","10.8","63.3","2","8.0","84.9","59","67.2","12.7","7.9","5","0","14.0","24.1","1","622.46","2261","0","Female","Positive"
"6460","33","5.0","7","True","0.208080808","3.7","2","39","3.7","6.0","23.5","9.3","75.5","8","13.0","92.44","36","71.52","12.0","13.8","6","3","41.8","21.9","3","1053.95","2147","0","Female","Positive"
"6464","2","5.0","1","True","0.43","0.435180193","0","39","0.435180193","15.0","23.8","9.7","60.5","4","55.0","99.78","0","71.9","98.43656022","23.9","7","1","0.5","18.9","2","2496.35","1654","1","Female","Positive"
"6469","0","5.0","6","True","0.185714286","1.3","0","41","1.3","12.0","10.4","1.0","99.9","0","5.0","135.52","7","63.0","7.5","5.6","7","0","13.8","7.6","2","715.98","1728","1","Male","Positive"
"6471","3","4.0","8","True","0.241","1.7","1","22","1.7","2.0","25.1","10.1","65.5","3","9.0","133.14","13","52.0","3.8","7.6","9","1","9.5","13.9","3","1373.55","2174","0","Male","Positive"
"6472","0","4.0","9","True","-0.083333333","1.8","1","46","1.8","15.0","9.7","4.6","52.6","2","8.0","102.87","24","74.9","7.7","23.4","7","3","0.0","19.3","3","980.9","1410","0","Female","Neutral"
"6474","0","5.0","1","True","0.516666667","1.9","1","36","1.9","22.0","27.5","8.7","43.3","11","20.8","144.17","4","73.44","4.0","39.6","2","5","47.6","33.0","1","2182.41","3199","0","Male","Positive"
"6476","3","5.0","3","True","0.52","8.9","2","50","8.9","4.0","22.8","8.8","91.3","2","15.6","65.21","15","86.28","0.3","18.5","4","0","14.0","10.5","3","662.89","1673","0","Female","Positive"
"6479","3","5.0","6","True","0.1525","2.5","1","47","2.5","7.0","19.5","7.6","81.5","1","8.0","136.94","10","23.4","3.9","0.0","10","0","0.0","3.2","1","1253.05","310","1","Female","Positive"
"6481","2","5.0","8","True","0.245104895","1.3","0","38","1.3","17.0","35.6","9.7","67.1","2","17.0","80.64","3","59.3","5.6","22.9","2","3","44.7","16.5","2","1465.84","4076","0","Male","Positive"
"6482","0","4.0","9","True","0.242535014","2.0","1","38","2.0","16.0","33.1","11.3","49.3","7","14.0","228.75","21","62.3","1.4","43.9","6","4","25.6","26.7","2","2943.42","4161","1","Male","Positive"
"6483","0","5.0","10","True","0.0025","3.6","2","36","3.6","8.0","10.9","6.6","74.5","0","6.5","80.94","21","17.52","0.2","10.4","9","2","19.2","13.1","1","409.38","0","0","Male","Neutral"
"6485","24","5.0","2","True","0.191071429","2.4","1","36","2.4","11.0","30.9","15.0","56.4","7","12.0","173.9","19","23.7","2.8","20.1","4","2","44.0","18.5","3","1888.77","1245","0","Male","Positive"
"6486","3","4.0","3","True","0.083803949","5.3","2","24","5.3","25.0","37.1","7.3","38.3","3","13.0","85.48","33","63.2","5.2","35.2","6","6","34.7","25.2","1","1145.96","0","0","Male","Neutral"
"6488","0","5.0","5","True","0.466666667","2.5","1","40","2.5","13.0","31.6","12.7","66.9","5","16.0","56.99","15","30.3","5.9","14.2","6","5","22.0","28.2","2","1034.64","2312","0","Male","Positive"
"6493","0","5.0","10","True","0.121428571","1.9","1","41","1.9","9.0","23.7","7.2","50.4","1","9.1","135.29","1","72.48","8.8","0.0","9","1","18.4","3.5","3","1010.83","3429","0","Male","Positive"
"6501","0","5.0","8","True","0.358730159","1.4","0","34","1.4","11.0","33.6","9.9","44.2","5","21.0","108.14","79","50.6","10.4","9.8","5","3","24.4","21.9","3","2113.14","1784","0","Female","Positive"
"6504","14","5.0","1","True","0.27606679","3.8","2","49","3.8","5.0","6.5","7.0","54.7","2","9.0","117.08","8","1.3","3.9","11.5","4","0","0.0","11.8","2","999.87","1689","0","Male","Positive"
"6505","2","5.0","2","True","0.199859626","2.9","2","35","2.9","5.0","25.1","6.2","77.9","2","9.0","64.81","31","9.3","4.6","19.3","2","0","45.9","8.8","2","669.91","1726","0","Female","Positive"
"6506","0","5.0","3","True","0.253666667","0.2","0","50","0.2","11.0","51.5","10.8","45.8","8","22.1","147.68","17","93.0","4.8","43.5","4","7","44.0","42.9","2","2680.64","1735","0","Female","Positive"
"6508","0","4.0","5","True","0.475","6.7","2","27","6.7","7.0","21.1","9.3","59.4","4","9.0","155.54","47","4.2","3.4","34.0","7","4","8.5","13.1","1","1520.81","2241","0","Female","Positive"
"6511","0","5.0","8","True","0.566666667","2.8","2","41","2.8","7.0","16.3","5.1","81.5","1","4.0","210.14","2","10.3","1.1","9.6","5","1","0.0","13.4","3","858.13","1175","0","Female","Positive"
"6516","0","5.0","3","True","0.216666667","3.8","2","20","3.8","14.0","30.4","9.9","40.3","5","10.0","72.94","25","53.8","8.5","22.0","6","2","36.3","20.1","2","765.53","626","0","Female","Positive"
"6519","0","5.0","6","True","0.6","4.4","2","18","4.4","26.0","38.8","11.5","52.8","5","16.0","207.44","7","25.9","6.9","23.9","5","3","28.3","30.9","1","2956.26","1285","1","Female","Positive"
"6520","0","5.0","7","True","0.2","1.6","1","50","1.6","16.0","33.6","5.8","42.8","4","10.0","85.31","9","53.5","5.4","10.4","4","4","4.7","19.4","3","921.87","1166","0","Female","Positive"
"6522","0","4.0","9","True","-0.016666667","5.1","2","75","5.1","12.0","34.0","7.7","46.8","7","13.0","149.43","2","62.7","6.0","24.6","8","1","41.0","18.9","4","1727.43","776","0","Female","Neutral"
"6523","0","5.0","10","True","0.5","7.5","2","65","7.5","17.0","47.1","12.6","43.4","6","19.0","70.51","39","54.5","17.4","34.0","2","3","44.3","25.4","1","1148.17","1156","0","Male","Positive"
"6527","0","5.0","4","True","-0.176666667","1.3","0","58","1.3","24.0","37.5","15.1","42.6","8","20.0","164.33","33","79.9","6.4","42.6","7","3","48.5","34.9","5","3660.97","2885","1","Male","Negative"
